gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000167842.11,MIS12,-2.3833120974424196,-0.19523446014772486,0.017157641176585376,0.09049919773545659,0.149447647463476,3.25385151923268e-13,NA,39,48,48
ENSG00000204149.5,AGAP6,2.3816008979670364,0.16834017492216755,0.0172375678464275,0.14047350986518062,0.262941912346173,4.21355831302813e-24,NA,7,10,10
ENSG00000214212.4,C19orf38,-2.379430505578283,-0.7392502561475843,0.017339412160501843,0.003778386042664066,0.0120097426427243,0.0483502195950773,NA,11,13,13
ENSG00000160785.9,SLC25A44,2.373013733787487,0.2066900804639258,0.017643607868843617,0.09494392420800532,0.17513405336188,1.15404814732461e-15,NA,14,17,17
ENSG00000139278.5,GLIPR1,-2.3713594577357044,-0.25106286883018814,0.017722785459584504,0.04080894362386797,0.0950605690405423,8.02741568587198e-09,NA,10,11,11
ENSG00000237624.1,OXCT2P1,2.369253326709413,0.13359295829820608,0.01782404037082665,0.16710428160053942,0.262204465150195,2.28482005750584e-25,NA,28,32,32
ENSG00000110756.13,HPS5,-2.365090684676265,-0.5025459343442981,0.018025656507197594,0.008326667539385152,0.133081514063705,4.61776370084237e-12,NA,20,29,29
ENSG00000165006.9,UBAP1,-2.3623331580585396,-0.6293955372290926,0.01816031373294819,0.006212294176736183,0.0218588565436772,0.00686631215185029,NA,18,19,19
ENSG00000172738.7,TMEM217,-2.361983920519542,-0.8262735627310304,0.018177430602598087,0.006455943728946515,0.0287901116605045,0.00222206282934038,NA,11,14,14
ENSG00000198892.6,SHISA4,-2.3597984317753613,-0.1661233371922024,0.01828486718570099,0.07817267972501334,0.121796518771484,6.75656321383089e-11,NA,22,23,23
ENSG00000251369.4,ZNF550,2.351254415065839,0.21708693594139314,0.018710236018106546,0.04341225138924838,0.193839268855565,6.9182233692869e-18,NA,30,36,36
ENSG00000271605.1,MILR1,2.3506167818794426,0.2178578402643247,0.01874232532336199,0.08844646605361274,0.196604299550109,5.75134375437083e-18,NA,17,19,19
ENSG00000215908.5,CROCCP2,2.3417486769936984,0.1701374391559812,0.019193634710125012,0.09424361280132965,0.0984929248986009,4.77675553247712e-09,NA,64,82,82
ENSG00000166924.4,NYAP1,-2.340773587317016,-0.36735346766380966,0.01924383327425395,0.020011393874118804,0.0138352843524439,0.0335840013241391,NA,13,15,15
ENSG00000171943.7,SRGAP2C,2.3397342747091474,0.42232919004856867,0.019297464391092808,0.02883858405364121,0.18418707991323,1.51449809637437e-16,NA,10,13,13
ENSG00000124279.7,FASTKD3,2.3394287184323623,0.2250861844395092,0.019313256681134965,0.05968933605167315,0.0535820295724532,2.16979182786979e-05,NA,56,63,63
ENSG00000138380.13,CARF,2.336526178416884,0.31372427072294523,0.019463834864555694,0.021241922350712344,0.0649851005358931,2.52151459116496e-06,NA,11,14,14
ENSG00000117450.9,PRDX1,-2.334191642830319,-0.28478060354712226,0.019585689314116927,0.023539372153455605,0.0472380417416969,7.58553305604134e-05,NA,36,39,39
ENSG00000129055.8,ANAPC13,-2.333649297971774,-0.09224946886235019,0.019614092984914892,0.25846898192937606,0.510208637178079,1.53541683200443e-57,NA,39,48,48
ENSG00000161714.7,PLCD3,2.333587752115199,0.371975930225503,0.01961731853488853,0.02251639362303086,0.0346679310912097,0.000732594806060627,NA,15,19,19
ENSG00000095917.9,TPSD1,2.3324436995235907,0.20751963434655352,0.019677361467133524,0.10316840693373311,0.47284914582572,5.69070480168463e-52,NA,6,8,8
ENSG00000166912.12,MTMR10,2.332391245462523,0.21978123063667268,0.019680118240082076,0.05950765088027958,0.132921586594874,6.98808830015478e-12,NA,33,36,36
ENSG00000173334.3,TRIB1,-2.3310678255771,-0.31516493132611256,0.019749783526102984,0.030437051446597533,0.0127667607531704,0.0408936675502887,NA,36,42,42
ENSG00000272911.1,RP11-74E22.6,2.328771708266224,0.23616821045156666,0.019871162954325665,0.06182868234069233,0.121963597286099,4.022817637204e-11,NA,14,15,15
ENSG00000259511.1,RP11-182J1.16,2.320340750281826,0.13484141052725346,0.020322451326923903,0.11738204388763103,0.165783489911987,3.21067638130942e-15,NA,47,56,56
ENSG00000170949.13,ZNF160,-2.314519742040138,-0.189275518394979,0.020639229610403643,0.07650947961409806,0.230639645696541,7.4777684607615e-21,NA,34,42,42
ENSG00000139323.9,POC1B,2.3082938498978955,1.0457469868725353,0.02098279827884382,0.0019219107718570921,0.0152807533076481,0.026588682013837,NA,14,18,18
ENSG00000188676.9,IDO2,-2.307521256822139,-0.3331266007916111,0.02102577861040335,0.02753879636003686,0.0441171310061547,0.000104580438309418,NA,23,31,31
ENSG00000008118.5,CAMK1G,-2.3050501258930747,-0.36856533715151724,0.021163766247105267,0.014279580664167003,0.0850160921254939,6.55975927240626e-08,NA,7,9,9
ENSG00000185860.9,C1orf110,-2.296484821693182,-0.2533973649062152,0.021648176033438004,0.03918276007089905,0.0638519517258385,3.82860419785833e-06,NA,24,27,27
ENSG00000267731.1,RP11-147L13.8,2.2951650327717736,0.25120319992902723,0.02172366828357812,0.062423182944838645,0.164373309011656,1.26019617002367e-14,NA,16,20,20
ENSG00000215374.5,FAM66B,2.295060096691518,0.5665151130098063,0.021729680474404132,0.010753937440639818,0.0156583654348201,0.0246073305864236,NA,7,7,7
ENSG00000260814.2,RP11-107F6.3,-2.29269497688728,-0.29455970919060515,0.02186557194007941,0.03017559568264372,0.0535444175788391,2.53392757511397e-05,NA,14,17,17
ENSG00000142347.12,MYO1F,2.289790849420523,0.14004041314641316,0.022033443869825708,0.1397210621950987,0.158032598709571,1.33174907376619e-14,NA,41,48,48
ENSG00000256053.3,APOPT1,-2.289025568735678,-0.4038647228777921,0.022077866829776274,0.017640929530996857,0.0228513546705094,0.00609977774889117,NA,14,15,15
ENSG00000197782.10,ZNF780A,-2.2879326094022105,-0.08236551154766086,0.02214144593415387,0.319900681401891,0.378849938538972,2.63496252261086e-39,NA,32,37,37
ENSG00000236990.1,RP11-433J20.1,2.2858522566483996,0.47332701812575956,0.022262903343564844,0.010137477204150008,0.0322185298913492,0.00107285649611658,NA,8,15,15
ENSG00000261575.2,RP11-259G18.1,-2.282854515883296,-0.4245683810000843,0.02243893946964558,0.014461189339359255,0.0169064098115166,0.0192837357049658,NA,17,21,21
ENSG00000273344.1,PAXIP1-AS1,2.28129535604454,0.5343663363019563,0.02253097534560909,0.007802189180698399,0.0300313962573605,0.00110474145444826,NA,12,14,14
ENSG00000188130.9,MAPK12,2.2772099288927885,0.24850932318042318,0.02277369250890435,0.0362234133827636,0.336785400373775,9.03047839966496e-33,NA,18,26,26
ENSG00000113522.9,RAD50,-2.2750605593602065,-0.1862075180477019,0.022902297222566335,0.07515544913632138,0.176392660183617,7.41840502752444e-16,NA,26,31,31
ENSG00000138092.6,CENPO,-2.2704832206682974,-0.26579950591150375,0.023178280227748316,0.027694694318984428,0.10250633060411,2.75418394252746e-09,NA,11,15,15
ENSG00000126500.3,FLRT1,-2.269900765779047,-0.3389291823553898,0.023213604651021055,0.01553729358618236,0.0223410466534744,0.00576244979643558,NA,11,12,12
ENSG00000089597.12,GANAB,2.269813317343332,0.16290099156213259,0.023218912212339262,0.08540925038224985,0.105361438756259,1.08121935966115e-09,NA,28,36,36
ENSG00000225190.4,PLEKHM1,-2.2673449760020112,-0.1848287442091768,0.023369159979119234,0.059151756621284704,0.0739842699818199,4.94913007680126e-07,NA,22,24,24
ENSG00000198915.7,RASGEF1A,2.260945288261853,0.24493261504003205,0.023762645226676562,0.03156804039579841,0.094385574199616,9.99617208664443e-09,NA,15,18,18
ENSG00000225531.1,RP11-196I18.3,-2.259328103874129,-0.3818829566374478,0.02386298298082589,0.021739078146444407,0.0419209659092284,0.000207117101145944,NA,20,25,25
ENSG00000115593.10,SMYD1,-2.256976214769756,-0.7958529254565323,0.02400956104725927,0.0045875918891876925,0.0226500737301144,0.0064360140218611,NA,8,12,12
ENSG00000180611.6,MB21D2,-2.2563664964985595,-0.1600248709876315,0.024047688055437316,0.07625615448219641,0.125306475133169,3.14567084015161e-11,NA,28,33,33
ENSG00000142973.8,CYP4B1,2.254544876224462,0.12190133045255934,0.024161910827265418,0.14263747194707513,0.357691919838741,3.37815814475724e-35,NA,8,11,11
ENSG00000225968.4,ELFN1,2.253939151763916,0.552373467790015,0.02419999620332621,0.005360748167147806,0.0344607277274205,0.000699108865960822,NA,1,1,1
ENSG00000184005.9,ST6GALNAC3,-2.2516758767897715,-0.3356821783081764,0.024342762187557963,0.02738941137895799,0.0304006222581481,0.00156950071067214,NA,26,28,28
ENSG00000111880.11,RNGTT,2.2502339938729725,0.42069488221730267,0.02443409545157118,0.013248102846507622,0.0128439751520845,0.0402608913159927,NA,10,12,12
ENSG00000058335.11,RASGRF1,2.2500810027148184,0.46178788086921935,0.02444380378271448,0.019676984342550833,0.0717102487930784,7.55870644651461e-07,NA,9,9,9
ENSG00000213246.2,SUPT4H1,2.2417254220703855,3.401899372352294,0.024979123797744886,0.00018031174791359605,0.0420429057690252,0.000176822716341896,NA,6,8,8
ENSG00000174482.6,LINGO2,-2.2399743937989003,-0.49867844021677504,0.02509258528774848,0.007476489417027854,0.0543241377677289,2.27069892756907e-05,NA,3,3,3
ENSG00000105186.10,ANKRD27,2.2391593127472404,0.1734975965494201,0.025145552149686966,0.05251385941189102,0.105306833348348,1.08003955490139e-09,NA,8,8,8
ENSG00000115486.7,GGCX,-2.238283664552491,-0.09931573714350166,0.025202562693491862,0.18568509332268132,0.225877667992839,1.54002431878853e-21,NA,50,58,58
ENSG00000224557.3,HLA-DPB2,2.2374871210721445,0.07559966820154708,0.02525452013519796,0.3320160741722138,0.515283290798325,4.90839509354972e-59,NA,95,111,111
ENSG00000181381.9,DDX60L,2.2369076880954495,0.21688706254867857,0.02529237398129119,0.053411145061192544,0.136295816817338,2.78586340662361e-12,NA,15,17,17
ENSG00000126267.4,COX6B1,2.2368547334578235,0.30207226061985454,0.025295835908827866,0.03558166106855909,0.0184938441894986,0.0136261050591927,NA,21,26,26
ENSG00000128944.9,KNSTRN,2.2363296720048234,0.07161216451941835,0.025330184179111124,0.3321244849951982,0.470650469440063,2.39021703170348e-51,NA,17,19,19
ENSG00000197847.8,SLC22A20,-2.235883913124023,-0.3208651990814351,0.02535937633579332,0.02319541977273947,0.132065400648881,7.70921097335212e-12,NA,3,8,8
ENSG00000113971.14,NPHP3,-2.2327528813779356,-0.11523457219891899,0.02556524507728082,0.16552135967365134,0.44523584398608,4.40933439946503e-47,NA,27,36,36
ENSG00000174672.11,BRSK2,2.2309076343106224,0.2999882417648345,0.025687247941489237,0.03540282677757289,0.0443818752033394,0.000123989729485324,NA,20,32,32
ENSG00000135040.11,NAA35,-2.230148599467789,-0.31838043047754844,0.025737579313728078,0.020934261324691623,0.0527623733945289,1.73122318320929e-05,NA,30,36,36
ENSG00000106049.4,HIBADH,-2.227929805157416,-0.17354616008088014,0.025885196272530057,0.06342549883890754,0.098686862661953,3.45281529093468e-09,NA,17,20,20
ENSG00000117523.11,PRRC2C,2.2264253385777497,0.20527572696492982,0.025985704816124534,0.04540008804707693,0.0637036212410431,2.8085255919378e-06,NA,53,72,72
ENSG00000160972.5,PPP1R16A,-2.226398058008325,-0.465764374992654,0.025987530452871152,0.015906762715168353,0.0214771747863595,0.00814934640539776,NA,10,15,15
ENSG00000102554.9,KLF5,-2.2251089243850632,-0.8269058442065219,0.02607392679005527,0.005136504571230494,0.0231357301545705,0.00598512777316721,NA,5,6,6
ENSG00000223510.2,CDRT15,-2.225010807943438,-0.10230331926871236,0.026080512603767418,0.1897455543313441,0.40282682697115,3.64191221779221e-41,NA,23,31,31
ENSG00000103226.13,NOMO3,-2.222477754231338,-0.19194750318954015,0.026251035784171525,0.1320856292976279,0.323116844308272,1.57191432027366e-31,NA,55,62,62
ENSG00000254343.2,RP11-760H22.2,-2.2200702777408376,-0.3774018338441705,0.02641399742632284,0.013716732837843072,0.0668184998839315,2.18501988028827e-06,NA,13,14,14
ENSG00000170832.8,USP32,2.217005185134416,0.4495688588397397,0.026622737207848787,0.01203357157019207,0.0187537679281491,0.0129272470224706,NA,9,11,11
ENSG00000104522.11,TSTA3,-2.2164416028495335,-0.33357540973439315,0.026661273125942353,0.02861481372195646,0.0270594245976191,0.00283056841292856,NA,19,26,26
ENSG00000143028.7,SYPL2,-2.216337408734343,-0.10914692186739297,0.026668402853906877,0.17843059355765425,0.345091173253647,8.56424360612579e-34,NA,31,35,35
ENSG00000169688.10,MT1B,-2.2154576688954557,-0.443893824379136,0.026728666801947198,0.01756906149848479,0.106266666574655,6.07897909397809e-10,NA,4,5,5
ENSG00000100299.13,ARSA,2.2146442171338756,0.08557555723378506,0.02678449449527688,0.21239015136981143,0.310840218220247,3.14264789911542e-30,NA,5,7,7
ENSG00000227077.2,AC107983.4,-2.2141115621249985,-0.6654734950213594,0.026821105465419406,0.008874646270650141,0.0254941508993642,0.00339351131471469,NA,12,17,17
ENSG00000236529.1,RP13-254B10.1,-2.2137555084698075,-0.22207366757679445,0.02684560218600474,0.06568757086980208,0.115694963975817,1.47588496042795e-10,NA,6,7,7
ENSG00000053371.8,AKR7A2,-2.2121990095293964,-0.18861825992351786,0.026952917265486386,0.055900363891961236,0.106688224166563,9.99749747539061e-10,NA,30,33,33
ENSG00000271734.1,RP1-111B22.3,2.2104631330594255,0.8955069015947726,0.02707303643354296,0.003982174705861329,0.0190750038094408,0.0127824211831685,NA,5,6,6
ENSG00000092094.6,OSGEP,-2.208392298265096,-0.11376827552094117,0.027216938217756614,0.16293374848765635,0.432626007040759,6.30963312289754e-46,NA,13,17,17
ENSG00000171649.7,ZIK1,-2.208320425232236,-0.5567798304400156,0.027221944486459766,0.005487145911801628,0.0155415461310081,0.0241450872921684,NA,9,11,11
ENSG00000135643.4,KCNMB4,-2.2076844620513425,-0.14867495628167518,0.02726627671801404,0.0921353605497299,0.111868101160654,3.30054120479618e-10,NA,54,60,60
ENSG00000197563.5,PIGN,-2.2050023794676976,-0.12041296749613625,0.02745392756077819,0.11139999579379778,0.19652190906793,1.44955945918116e-17,NA,51,57,57
ENSG00000130540.9,SULT4A1,2.203999546045454,0.7226627753782815,0.02752437601216355,0.0032224051433045963,0.0500242570025869,3.36038391505986e-05,NA,2,3,3
ENSG00000143376.8,SNX27,-2.2037531779211244,-0.46686533246924045,0.027541707067621695,0.008441194802809684,0.0569546327752073,8.71561932235848e-06,NA,7,11,11
ENSG00000100151.11,PICK1,-2.1943093810772885,-0.25689514012223863,0.02821317549933079,0.03384518378515357,0.180471092989405,3.8961993968331e-16,NA,24,30,30
ENSG00000264538.2,SUZ12P,2.1939040928025455,0.1181678434180628,0.028242305106641757,0.12646186490433314,0.283440241121559,3.41791887519162e-26,NA,42,50,50
ENSG00000099290.11,FAM21A,-2.193015911232364,-0.1514547282599363,0.02830623273108811,0.14507197140224226,0.471745633064794,4.99295832326339e-52,NA,19,31,31
ENSG00000105205.6,CLC,2.188399494972721,0.23831126970431538,0.028640515043399786,0.03772822891715899,0.0536685262739049,1.90266550278337e-05,NA,19,25,25
ENSG00000225399.3,RP11-3B7.1,-2.186752786550558,-0.19628003871570124,0.028760575817813633,0.04832439482279746,0.114178294655847,3.12850364067008e-10,NA,19,27,27
ENSG00000125885.9,MCM8,2.1866987897861505,0.08640876194795534,0.02876452002488358,0.2745477100364193,0.336372740050841,1.83565956112221e-32,NA,54,61,61
ENSG00000108395.9,TRIM37,-2.1859046561250643,-0.17397310164960356,0.028822581532266363,0.059503401234624886,0.151610464249644,4.93873753371723e-14,NA,10,14,14
ENSG00000170088.9,TMEM192,-2.184849378927457,-0.18766405661745286,0.028899892144007688,0.07116521508477641,0.0147204631897542,0.0259632967257836,NA,72,78,78
ENSG00000172244.4,C5orf34,-2.182777647719891,-0.32996610792110376,0.029052188519294628,0.017237959373391773,0.0686595845487058,1.55827398043952e-06,NA,14,17,17
ENSG00000002016.12,RAD52,-2.178165767738045,-0.19634099804004138,0.02939369764414892,0.08692618668888735,0.166215657601447,4.76799856587433e-15,NA,8,10,10
ENSG00000267589.1,CTC-232P5.4,2.176333118202091,0.4795335661723635,0.02953036086192518,0.01388954739197059,0.0280300048941944,0.00240676900022831,NA,11,13,13
ENSG00000196262.9,PPIA,2.175088187432842,0.36699192158692656,0.029623508493090485,0.018329954109589097,0.0623738081897218,4.0411307742958e-06,NA,21,24,24
ENSG00000142494.9,SLC47A1,-2.175042908423843,-0.4163608769560063,0.029626901094913286,0.013745811120095902,0.0335101099778182,0.000909342610743478,NA,4,5,5
ENSG00000108384.10,RAD51C,-2.17280355839032,-0.234218157886318,0.02979510538492558,0.03692448159136498,0.111879015841737,1.75584223112455e-10,NA,11,13,13
ENSG00000119185.8,ITGB1BP1,-2.171592673877724,-0.25590311131337945,0.029886400101797893,0.028323675539882277,0.0191138261665199,0.0112148008598869,NA,27,31,31
ENSG00000166263.9,STXBP4,2.1680784805668107,0.10323565786962534,0.03015271584736338,0.18162547469150875,0.287968416741838,2.15149847457709e-27,NA,35,38,38
ENSG00000114268.7,PFKFB4,2.16764610974253,0.406312710863897,0.03018562263081222,0.011087690515129513,0.0135421317583579,0.0357072885926525,NA,10,10,10
ENSG00000182923.12,CEP63,-2.1673200612889167,-0.10446251434403737,0.030210457860616893,0.18000594224382505,0.32407799175202,7.95834289506264e-31,NA,38,45,45
ENSG00000174989.8,FBXW8,2.1633608858243623,0.166705950351071,0.030513433510809738,0.0879965221038447,0.149416875591446,1.97459543400864e-13,NA,16,18,18
ENSG00000196301.3,HLA-DRB9,-2.1633493982989,-0.10100654297409854,0.030514316376334335,0.2304458547578105,0.29412178313538,1.77325809983387e-27,NA,111,136,136
ENSG00000143756.7,FBXO28,-2.162805493827937,-0.2737297280003768,0.030556142884302643,0.027618950685184197,0.0549298984653229,1.66113357136369e-05,NA,11,13,13
ENSG00000104973.10,MED25,-2.1611089128479644,-0.20555156999118726,0.030686927253469654,0.053117171205391285,0.0445405653669179,0.000115460955234163,NA,37,48,48
ENSG00000182511.7,FES,2.1601809745756677,0.19176724528473327,0.030758662392110406,0.065229105680884,0.126633154982331,2.7955628785242e-11,NA,31,35,35
ENSG00000106853.12,PTGR1,2.159562877685919,0.1363502851064415,0.0308065248081093,0.11935478988619368,0.146385092993795,4.86182246874041e-13,NA,81,101,101
ENSG00000168275.10,COA6,2.157807835512583,0.16350935888874696,0.030942775436922493,0.11410127819085825,0.186631440563272,2.29251916325484e-17,NA,18,20,20
ENSG00000008516.12,MMP25,2.1564617793484193,0.23997688414306767,0.031047625134236184,0.06750991510989435,0.135877752566567,1.96077216555567e-12,NA,49,59,59
ENSG00000243970.1,PPIEL,2.1562734079057613,0.17686532662525117,0.03106232243456376,0.061804947485514544,0.105426346265597,1.12046724439914e-09,NA,19,21,21
ENSG00000203279.3,RP11-498P14.5,-2.1550228549934363,-0.23162539307263602,0.03116004578325543,0.03862152812848009,0.0716908096796888,7.70679915378254e-07,NA,16,18,18
ENSG00000137825.6,ITPKA,2.1544982993445037,0.15437812172394114,0.03120111519636582,0.11537349150043671,0.194309575370315,2.2582288906421e-17,NA,14,15,15
ENSG00000224796.1,RPL32P1,-2.1527411771513902,-0.10084756487681368,0.03133902539780047,0.13573394046167092,0.199732542594553,2.87878038815856e-18,NA,57,67,67
